"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1418296730057","2.17120169621885","2.17141199787306","2.22865334162767","2.32995114618564","2.26971201588878","2.2457901055937","2.89170446055978","3.04850876913773","12.1348167109711","10.7220237011172","9.93222993222993","9.83824451410658","10.3776509683482","10.4309507129782","10.1978510810137","10.2970424329113","10.4851765183129","10.4748428111364","9.83885460971665","10.2865476761245","10.5208353106111","10.5315251885185","11.4801483968913","10.5808842089221","10.4312558088174","10.6421501569164","10.6421065898221","10.3444564492961","",
"Austria","AUT","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","31.9788119561105","23.4755906498714","23.1884057971014","23.5716918540361","23.9986868023637","23.3764292653763","22.6403960266204","22.467816371144","22.2134676534317","22.151186579378","21.8138234119057","21.4685817658726","21.3506279596458","21.5825647653175","21.4049993618612","20.9996888934979","20.0964131056459","20.4783685915761","10.1478534528828","10.1906038066069","10.0650836426501","9.80855947706326","9.74931601307916","11.1066649078142","10.9290006279788","10.8623764339063","10.7644423816444","10.9053046486968","10.7520102972553","10.4187257001622","10.3328220933937","10.3995972287177","9.83191259903374","10.9866296196855","11.0784015536654","10.9974978298484","10.9656600999495","10.8082368330758","10.992451630336","10.7817363231412","10.6693835208719","10.463394409643","10.2000002148522","10.50960885141","10.7031482391287","10.8165162753816","","",
"Azerbaijan","AZE","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9030815070556","9.92417763772142","11.5316002720573","12.3558809774211","11.8641852449628","","","","","","","","","","18.2742141751363","18.952339223991","17.908275511931","18.3480709483681","14.0336431976682","14.1619233012181","14.9217569981676","14.4182906654995","13.5025436311856","12.1952514335216","","",
"Burundi","BDI","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","44.8125471777237","","","","","","","","","","29.335328236765","25.4638003617563","27.5675171996086","31.90730232084","30.3978860714467","36.8108424663264","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.00320822139336","6.80737831184664","6.84482975549258","6.80409253565848","6.91071308819126","6.85769233936304","6.84138783341716","7.05267004745552","6.84486545118546","6.7103302737459","6.33890109532292","6.72796953463872","6.62853117355965","6.53832497523003","6.45874322438291","6.31968142739967","6.11005694854195","5.9153721340388","5.96941648818074","5.93920241414199","6.01963207268044","6.00284223754551","6.05752503211277","","",
"Benin","BEN","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.2614619067597","43.9837302219311","42.2136034821062","42.7242901752007","41.4723284044834","41.7422017157259","43.8296453697914","45.7719447604705","46.3845452778601","44.7885727747058","40.1054224500583","43.4110079465476","49.32004714807","50.7502958500526","49.5664610708859","40.8096942850662","45.9536821044829","",
"Bangladesh","BGD","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2390658485914","26.3816256492539","25.3298882494693","25.4940381487535","23.2145864481078","23.8051449045174","24.8386979135368","20.6081854698453","18.9197308742466","21.2635191464254","21.7714237985969","20.3731629078842","19.2794613515377","21.0143194652078","21.5812729500047","25.1505664238407","","","",
"Bulgaria","BGR","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.24399983532996","4.34969772969736","6.24197244818294","5.98759286206632","5.92904986355743","","","","","","","","","","","19.6678760963869","20.1423032270108","18.3384209702796","19.6013667514368","19.3643545174759","19.9836447745811","20.0371061739085","19.149731681063","19.2936905724888","17.2351087496657","18.5096154547827","18.3111622000127","18.8995729962197","","",
"Bahrain","BHR","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","34.8088531187123","30.9734513274336","29.6022201665125","30.4837640821736","33.7548638132296","41.9338924518994","43.8029874848607","44.1771269177127","41.6413373860182","41.656662665066","46.1989676208353","49.1916310033286","53.7231503579952","52.7080957810718","59.9002100840336","57.1570329942942","57.3150939021563","61.618917689859","60.1424979044426","54.474037171872","53.2648569332355","62.0928491201797","64.9022955795864","64.6817614548048","66.0958311710777","62.8516315704871","56.4011882868864","56.7534414610876","52.1079839172889","61.5003304692664","57.9089815557338","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.9724282182925","53.7272225289895","52.6325151191747","55.9369202226345","57.4753804834378","54.936198791135","50.6450144179694","51.5680480439972","52.463422733043","47.8372180924783","42.545377745595","42.9296424452134","43.4052237997182","42.1721721721722","44.0701382653626","42.0798699566582","43.3027620414517","42.5876254626485","41.0421982715036","40.3091228156552","41.54215035318","38.0914312726825","39.1566765360852","37.9625978401822","39.0205959958483","37.3441870368048","33.2543568288434","30.3587658444618","32.6959535590615","",
"Bosnia and Herzegovina","BIH","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.9435675369171","28.7830348438471","27.539706536647","27.5832934086644","28.2336822081996","28.2169919169934","29.2560806501826","28.6540295192776","28.7752033474287","26.2585523236887","27.3973249379567","27.2444821995865","26.7927294376717","25.4783628439113","",
"Belarus","BLR","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40549828178694","4.15968732551647","3.38626722228479","4.75076877222848","9.93110761802333","8.9942362361841","10.2073118837628","9.16523818061112","10.6281215975667","12.2137900845573","13.7345729252416","12.1726236492785","13.2873394895677","13.4510412738843","12.7610744686705","11.2560645679159","10.1372772691219","10.5796007106162","11.9373553046802","11.6731059690479","11.4901001553565","12.0815193587369","11.9735593323846","12.3144506562511","11.7391716932448","12.9814142035142","","",
"Belize","BLZ","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.8738804339911","63.7474298600517","55.4219994914392","54.5653256098113","53.7890747698245","54.9068016828014","51.3164311108703","51.6368341088216","52.9641597898059","51.0525285750092","51.0130443116511","48.3841102697586","49.0740556730592","44.9790464421401","39.5251619906542","40.6186728094139","35.3549933628033","38.2046805306714","39.4584761793573","40.9602716813723","40.4527821589275","40.6555726694308","52.777303391431","50.564343311831","51.9458952105263","53.5240593036645","53.007150554064","52.3801415269275","","",
"Bermuda","BMU","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9451152579583","49.7102382485512","51.2282091917591","51.4954172696575","41.821417164758","42.2614764714347","36.9830061302087","33.7172207620232","39.9519478290716","40.414870878447","21.2335549582685","25.5415162454874","26.7385947964268","26.2477212882317","28.2558183112843","26.3875406205766","25.2633640004022","24.2701548757439","24.342740722365","23.255225791144","20.8305688439898","22.2160686672813","","","","","","","","","","","","",
"Brazil","BRA","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","17.391304347826","10.8695652173913","12.2448979593086","10.572687224623","9.00662251654137","8.73556411015756","7.72383354351379","10.3070417356123","9.4437946967763","10.9973455303577","9.60525346307844","10.7492643563302","8.59848817571432","7.36470255758089","8.30224538118746","","","11.6011839937449","20.3521183882991","20.1804780302892","21.0198159737463","21.033384000247","21.1033467650295","17.8816104756212","18.8236559567186","16.749262984464","15.7301058803005","15.9568020578806","15.4071266896388","17.2759946458577","13.8339636385336","13.0112552635844","12.5554673059073","12.4628151233826","12.1104695053463","11.14837026434","11.2480970553229","12.0894608317249","","",
"Barbados","BRB","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2024109184121","41.5531795160383","32.6660091656437","31.8148049255059","29.5853119573114","28.1602255826608","29.0640339531658","28.4385003976893","29.7173521863485","27.6699280721045","26.9561241144577","26.3016570609813","24.3339509889089","","","","",
"Brunei Darussalam","BRN","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","38.1220657276995","34.9628982976866","29.9251058287203","","","","43.4523098961442","51.7730496453901","47.8639607079974","47.4447328380918","43.3341787133316","39.7798742138365","31.0190504989416","30.9676442380496","25.6994343372573","34.7739387199448","40.5552523364486","37.6462660050236","42.4164795985739","37.9710847621986","39.3015209169586","36.2354219842944","38.5778876143435","37.1778840297704","39.4028532989517","39.5399374009723","31.5979547526258","35.010131843729","38.0750602864771","37.9130827575904","38.0441612595375","37.4724040723648","38.0896665658396","40.1859114163657","36.3714283522245","34.1204179681642","","",
"Botswana","BWA","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.0756132817482","33.2972826821684","34.051724137931","34.4664031620553","32.5694005834762","30.4847986852917","30.9493711567716","","","","","","","","","","39.9515326002507","39.5429814585517","38.4337187010439","37.6649320950285","41.3529588394015","42.0442195558031","43.4343364979426","43.3972216657859","41.006746265897","43.3073444256187","43.6590953117736","43.3652068367499","44.8542555411394","",
"Central African Republic","CAF","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4656912641883","","","","39.4741878591047","27.3874455304506","24.7183383931604","29.7313574569074","48.8255636415639","","66.3909825936645","62.6665370938961","49.2316505478433","","","",
"Canada","CAN","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.506628166426","10.4441223723977","10.3393951287586","9.93087214008777","9.89281498888806","9.58419723687722","9.23224258448663","9.30151994110769","9.19324577861163","9.24042686754551","10.3660826936598","9.79622141076048","10.8234657662657","10.8672599217045","10.9077506775068","10.6961453305496","11.1461668864193","11.1249369429965","11.298692581877","11.8263564007534","11.2099006164297","11.8152680192627","11.5280194700716","11.9871875740391","11.5909340961602","10.7322603919721","10.3768041895517","10.3441759001274","10.3972919358655","",
"Central Europe and the Baltics","CEB","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.45988867673412","","12.3090136515686","15.4667410544468","19.5778098268798","17.4705183734722","17.9589164284231","18.2892112000067","18.7000863816725","17.2410555454701","18.2225839036868","18.0528925340704","16.9610089994481","16.9189228710622","18.4447716116367","17.6762785873621","17.4681281962322","16.9925044723775","17.0300016069723","14.1675704582147","14.1370379697044","15.2121800591486","15.6837242335196","15.9480398161922","16.0578446788599","16.7832332194211","17.7784152269119","","",
"Switzerland","CHE","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","8.69231261601485","7.95366795366795","7.79818583871113","7.26867945162676","6.71000137570505","6.41541812421622","6.48399173767106","6.50845792527553","6.45151860621474","6.7848029486816","6.5992835209826","6.56552192142701","6.40102885765213","","","","","","7.51683631838498","7.25364766291251","7.26490289648208","6.82167290707237","6.74554668882891","6.62759878549792","6.43601019849376","6.09279941711229","5.90776827254286","5.64170233181665","5.96501171797212","6.51721073276382","6.16886571029479","6.64527783985367","6.667306772724","6.51057294013428","6.48271724672695","6.49235205411325","6.58617074922465","6.70322767573404","6.75788041017197","6.76807682528879","6.91507324001277","6.92273396380236","7.05977375854737","6.97200008096485","6.9108859387923","7.10390987681592","7.106636395622","",
"Channel Islands","CHI","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7994441434864","19.8486133941354","20.6312127775749","21.568117563461","22.3143453467809","22.6946830572081","22.7388006566908","23.2327660275856","22.9327911011579","22.8592586006163","20.919597014662","20.772968076638","20.6696366635322","20.8298708129574","20.9304567346167","20.9606259885124","20.8632549701414","21.0005147526154","20.3486167763565","20.3390521067423","20.3808645197226","20.3605082853984","20.543472045523","21.0008301652848","20.9606229411625","20.8678876796746","21.0920895501539","21.2845695091698","21.5691104981625","",
"China","CHN","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.4041591426322","46.0220929394369","42.415664071715","43.5559811667066","42.2243873191936","45.7573169784955","43.6358680839466","42.4920890799451","44.6118469903471","43.5820026024794","43.316563560648","44.5426471849713","49.5358251441159","53.2379138190563","33.3963443518022","33.2763822505699","30.3309656724473","","",
"Cameroon","CMR","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.6161127730197","53.7127165988069","59.1858125104813","60.6035889070147","47.4974326918784","40.402129163721","","","38.4227690483249","37.0915473940049","","","","","","","","","","","","","35.9644409792447","36.6651630831259","36.8578229820385","38.5008877991037","39.5118678185021","43.8638629565848","","",
"Congo, Dem. Rep.","COD","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","45.0666666666666","37.4179431072211","32.7743902439024","40.6862745098039","33.4657398212511","42.9767441860466","50.1936483346243","48.6560186988702","50.7404709881039","41.2065930548888","33.7072155411656","","","","","","20.2487826110613","28.1918349085338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.8043576940536","21.3437333806063","30.2681501249883","16.9609629869799","16.9452845123056","17.4482326822619","17.7320636392317","29.3999801297102","26.4986662591128","24.6048323037448","26.3364600486605","22.5192405516546","29.1304347826087","29.1723202170963","32.5985548339888","35.3170550552409","","","",
"Colombia","COL","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.3722179680301","42.2280894287067","45.0072959677038","","","20.1810664548139","","","","","18.3588265884608","18.7709914797218","18.3614925469826","23.026643541949","11.2504733839177","7.82903341843354","9.61090504924421","11.140376972923","10.7628013555424","4.63994359039998","","",
"Comoros","COM","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.159390740284","40.4254327962947","40.5573326911385","40.9478216026228","42.2787285669617","42.9568879461629","41.4426119732515","43.2024193326232","43.8018659329769","42.9739008821572","39.7265942983664","40.3509984524691","39.3361428764431","","",
"Costa Rica","CRI","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","55.6962025316456","54.2713567839196","","55.3254437869823","51.0588235294118","49.8387096774194","50.8152173913043","51.4541387024609","52.7589545014521","47.6249228871067","41.3716814159292","39.2156862745098","39.8601398601399","32.8373181742184","38.4848068197443","44.414336740978","45.4265060240964","45.3190314693588","43.6926110802983","42.3521945027584","40.9233918350328","35.735212605907","38.2742227083008","37.0138201546978","37.3636001592991","38.4305102123412","39.0099339585993","39.8644473433837","39.1801030307085","40.8851520226175","42.8588994774055","42.5884467685268","41.4127376054892","41.9553379945946","41.6224940165751","43.9583386812765","45.575507780005","47.9504609962177","49.1556558024183","47.6604840186184","47.5212523325731","46.2277811848879","43.4131156959354","45.1547933453276","46.932111974501","41.3834352467506","",
"Caribbean small states","CSS","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.0262440619889","41.3842544316997","38.2530120481928","36.5300923967703","26.7101256593901","42.0626505264237","33.4522931064045","36.4449897039154","38.0581484042913","40.8708567552372","38.1497084107612","34.6901250956258","37.1650857518054","37.2429772531925","38.9197981603881","35.9265983307875","33.3440687156577","32.1520561159739","28.3843362115444","30.1790022146323","28.7255163040671","29.0979231264788","31.2454091079341","39.8857996453806","32.5066982307552","35.3735883158593","32.302968341284","34.008148146702","38.809683031614","38.2554765618196","","",
"Cuba","CUB","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","44.8535745047372","40.9471649484536","39.784946236559","40.1674179008371","38.7641749595002","38.2808545104789","37.6767004822884","40.9780537717874","38.9804132009658","39.7888105062336","39.0750939129801","35.483034737024","37.5371669004208","36.3081654926085","38.8564789637613","36.0209316642725","33.995876437821","32.7387959812287","30.669850112747","31.3412279730943","30.25491197011","31.8660068202612","32.533007694144","40.5259898041831","41.0370305215938","40.4478208716513","37.1551068390844","37.7066352417428","37.4164810690423","35.5395451368353","35.2213090404991","36.1074499466516","36.2242530613892","34.661390904781","35.1198944174965","35.1373841796156","34.2796616275886","35.6823358305206","34.8038046790133","34.4980370870625","33.9588750298326","32.2354635935045","25.9935629148442","30.4911245959281","31.2574009911846","31.434932085893","","",
"Czech Republic","CZE","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.22740246868111","9.87098295412595","9.38838276630547","12.4753881831452","13.168014170214","11.5575785648115","13.1570912134017","12.6694052491819","12.8721282526814","13.6398582217403","11.3633616474182","11.8100523919792","12.4738942807767","12.7172585056927","12.4747551720478","12.5746522141779","12.4091304667847","12.1398019515348","11.4300056684706","11.2148062987131","11.8119814822028","11.7220321263826","12.0038428971537","12.4318295048838","13.2577576385229","","",
"Germany","DEU","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","12.0176348547718","11.9855826261521","11.7458455522972","10.8452896589064","10.2669850227914","10.0734035454202","9.90557052276381","9.76618337757808","9.44605350179024","9.27467049678946","9.00104476412441","8.99137813055973","8.62375138734738","8.68547980706932","8.72623078926806","8.68219633943429","8.50275206006809","8.54130542482043","8.2051427196694","6.42633419615544","6.41670685866242","6.30782049071999","6.12106047882641","4.866821092181","5.80440509931299","5.76954573836354","5.68122614794534","5.7214048076138","5.65806586326213","5.64117536382191","5.63132863441173","5.58347852370055","5.6196681616843","5.57593149875733","5.62559452993721","5.62940076285045","5.69233330678171","5.66191839855629","5.51312221944923","5.75644449232743","5.82095434450697","5.7777047997979","5.80688425995428","5.79383341672413","5.77612774615116","5.74696393085868","","",
"Djibouti","DJI","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","20.7020682897736","21.2924323890538","20.2515322773223","20.4601205737648","18.798360838399","17.9432803349119","17.0143078779521","16.006212813517","13.7842335159121","13.6179067812275","13.3075236954801","12.9479427142532","12.4517157087675","12.5117043550247","12.5098344615508","12.9601484694813","13.1174034899934","12.7844362809874","12.4012129252345","12.0237159972503","11.6927938551851","11.5303798280508","11.3225652478218","10.3058472746835","10.3360210231757","10.4142725937626","10.5277276601636","11.0867771820888","10.9015271928818","10.9892341259098","11.1960085310295","10.8934845936693","10.7030958294778","10.7005163448996","11.024089704004","11.423514498242","11.4383348584648","11.1384617088555","11.0437871430382","10.809605870112","10.453153890455","10.9317126153723","10.8568678979902","10.8275011292054","11.0435309240125","10.9909533035854","","",
"Dominican Republic","DOM","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","62.7989371124889","59.9280862964443","50.9399636143117","55.4302670623145","49.2937165124209","","49.9513145082765","45.0355479284138","47.4011359982853","50.418147606105","55.992076592935","50.1431024613623","51.7670439816815","43.8269768548819","41.7240690825597","42.8165306659647","37.9509147127029","41.2351649573362","48.1905403130786","38.5663343279237","34.2612419700214","31.7291814107101","36.005210771642","41.2571331747847","40.8914484064374","43.4091811639135","46.3420339817779","44.3150321244624","49.4498374388226","48.2965074975704","48.5305201765117","45.1590300853217","28.215429243302","34.4349395036938","33.0382917283961","34.4607137852003","31.3166690911856","35.6833219986575","37.2063913066333","36.7754855834522","32.0028862681988","37.9851899154027","36.6689850931731","38.5226819633998","37.2090487230697","37.9398021075123","39.2253042929875","",
"Algeria","DZA","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.779249101802","32.3588142414131","","","","","","","31.1578080638937","27.8712369399093","27.9745048911764","23.6216749552866","18.0100695312405","18.6605974711654","21.2861373897402","21.8239162379613","","",
"Early-demographic dividend","EAR","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8463307899262","26.9119997856388","29.4270656930351","25.9685859910602","","26.410261970181","26.0055718702454","27.1549012205864","27.0091770301283","27.3888411573975","23.2929574417053","25.1007034074385","18.3192248535674","17.8504873306325","18.0996757478994","20.6544410106077","20.5876326782612","","",
